athletes,ID_results,discipline_title,event_title,slug_game,participant_type,medal_type,rank_position,country_name
Yislena HERNANDEZ; Licet HERNANDEZ,16175,Rowing,lightweight double sculls 2x women,rio-2016,GameTeam,,19,Cuba
Khadija KRIMI; Nour Elhouda ETTAIEB,16176,Rowing,lightweight double sculls 2x women,rio-2016,GameTeam,,20,Tunisia
Eric MURRAY; Hamish BOND,16177,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,GOLD,1,New Zealand
Lawrence BRITTAIN; Shaun KEELING,16178,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,SILVER,2,South Africa
Giovanni ABAGNALE; Marco DI COSTANZO,16179,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,BRONZE,3,Italy
Alan SINCLAIR; Stewart INNES,16180,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,4,Great Britain
Germain CHARDIN; Dorian MORTELETTE,16181,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,5,France
Spencer TURRIN; Alexander LLOYD,16182,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,6,Australia
Jakub PODRAZIL; Lukas HELESIC,16183,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,7,Czech Republic
Roel BRAAS; Mitchel STEENMAN,16184,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,8,Netherlands
Adrian JUHASZ; Bela SIMON,16185,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,9,Hungary
Milos VASIC; Nenad BEDIK,16186,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,10,Serbia
Anders WEISS; Nareg GUREGIAN,16187,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,11,United States of America
Cristi-Ilie PIRGHIE; George PALAMARIU,16188,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,12,Romania
Alexander SIGURBJORNSSON; Pau VELA MAGGI,16189,Rowing,pair without coxswain 2 men,rio-2016,GameTeam,,13,Spain
Helen GLOVER; Heather STANNING,16190,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,GOLD,1,Great Britain
Genevieve BEHRENT; Rebecca SCOWN,16191,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,SILVER,2,New Zealand
Hedvig RASMUSSEN; Anne ANDERSEN,16192,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,BRONZE,3,Denmark
Felice MUELLER; Grace LUCZAK,16193,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,4,United States of America
Lee-Ann PERSSE; Kate CHRISTOWITZ,16194,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,5,South Africa
Anna BOADA PEIRO; Aina CID I CENTELLES,16195,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,6,Spain
Min ZHANG; Tian MIAO,16196,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,7,People's Republic of China
Kerstin HARTMANN; Kathrin MARCHAND,16197,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,8,Germany
Madalina BERES; Laura OPREA,16198,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,9,Romania
Anna WIERZBOWSKA; Maria WIERZBOWSKA,16199,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,10,Poland
Alessandra PATELLI; Sara BERTOLASI,16200,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,11,Italy
Noemie KOBER; Marie LE NEPVOU,16201,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,12,France
Karien ROBBERS; Aletta JORRITSMA,16202,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,13,Netherlands
Jennifer MARTINS; Nicole HARE,16203,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,14,Canada
Alena FURMAN; Ina NIKULINA,16204,Rowing,pair without coxswain 2 women,rio-2016,GameTeam,,15,Belarus
Ladislav SKANTAR; Peter SKANTAR,16940,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,GOLD,1,Slovakia
David FLORENCE; Richard HOUNSLOW,16941,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,SILVER,2,Great Britain
Gauthier KLAUSS; Matthieu PECHE,16942,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,BRONZE,3,France
Franz ANTON; Jan BENZIEN,16943,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,4,Germany
Piotr SZCZEPANSKI; Marcin POCHWALA,16944,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,5,Poland
Mikhail KUZNETSOV; Dmitry LARIONOV,16945,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,6,Russian Federation
Luka BOZIC; Saso TALJAT,16946,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,7,Slovenia
Jonas KASPAR; Marek SINDLER,16947,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,8,Czech Republic
Lukas WERRO; Simon WERRO,16948,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,9,Switzerland
Devin MCEWAN; Casey EICHFELD,16949,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,10,United States of America
Charles CORREA; Anderson OLIVEIRA,16950,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,11,Brazil
Tsubasa SASAKI; Shota SASAKI,16951,Canoe Slalom,C-2 (canoe double) men,rio-2016,GameTeam,,12,Japan
Natalia ISHCHENKO; Svetlana ROMASHINA,17299,Synchronized Swimming,duet women,rio-2016,GameTeam,GOLD,1,Russian Federation
Xuechen HUANG; Wenyan SUN,17300,Synchronized Swimming,duet women,rio-2016,GameTeam,SILVER,2,People's Republic of China
Yukiko INUI; Risako MITSUI,17301,Synchronized Swimming,duet women,rio-2016,GameTeam,BRONZE,3,Japan
Ona CARBONELL; Gemma MENGUAL,17302,Synchronized Swimming,duet women,rio-2016,GameTeam,,4,Spain
Lolita ANANASOVA; Anna VOLOSHYNA,17303,Synchronized Swimming,duet women,rio-2016,GameTeam,,5,Ukraine
Linda CERRUTI; Costanza FERRO,17304,Synchronized Swimming,duet women,rio-2016,GameTeam,,6,Italy
Jacqueline SIMONEAU; Karine THOMAS,17305,Synchronized Swimming,duet women,rio-2016,GameTeam,,7,Canada
Laura AUGE; Margaux CHRETIEN,17306,Synchronized Swimming,duet women,rio-2016,GameTeam,,8,France
Anita ALVAREZ; Mariya KOROLEVA,17307,Synchronized Swimming,duet women,rio-2016,GameTeam,,9,United States of America
Evangelia PAPAZOGLOU; Evangelia PLATANIOTI,17308,Synchronized Swimming,duet women,rio-2016,GameTeam,,10,Greece
Karem ACHACH; Nuria DIOSDADO,17309,Synchronized Swimming,duet women,rio-2016,GameTeam,,11,Mexico
Anna-Maria ALEXANDRI; Eirini-Marina ALEXANDRI,17310,Synchronized Swimming,duet women,rio-2016,GameTeam,,12,Austria
Luisa BORGES; Maria Eduarda MICCUCI,17311,Synchronized Swimming,duet women,rio-2016,GameTeam,,13,Brazil
Sophie GIGER; Sascia KRAUS,17312,Synchronized Swimming,duet women,rio-2016,GameTeam,,14,Switzerland
Yekaterina NEMICH,17313,Synchronized Swimming,duet women,rio-2016,GameTeam,,15,Kazakhstan
Estefania ALVAREZ PIEDRAHITA; Monica Sarai ARANGO ESTRADA,17314,Synchronized Swimming,duet women,rio-2016,GameTeam,,16,Colombia
Katie CLARK; Olivia FEDERICI,17315,Synchronized Swimming,duet women,rio-2016,GameTeam,,17,Great Britain
Sona BERNARDOVA; Alzbeta DUFKOVA,17316,Synchronized Swimming,duet women,rio-2016,GameTeam,,18,Czech Republic
Etel SANCHEZ; Sofia SANCHEZ,17317,Synchronized Swimming,duet women,rio-2016,GameTeam,,19,Argentina
Anastasia GLOUSHKOV LEVENTHAL; Ievegeniia TETELBAUM,17318,Synchronized Swimming,duet women,rio-2016,GameTeam,,20,Israel
Irina COZONAC; Veronika YESIPOVICH,17319,Synchronized Swimming,duet women,rio-2016,GameTeam,,21,Belarus
Nada DAABOUSOVA; Jana LABATHOVA,17320,Synchronized Swimming,duet women,rio-2016,GameTeam,,22,Slovakia
Samia AHMED; Dara HASSANIEN,17321,Synchronized Swimming,duet women,rio-2016,GameTeam,,23,Egypt
Nikita PABLO; Rose STACKPOLE,17322,Synchronized Swimming,duet women,rio-2016,GameTeam,,24,Australia
Sime FANTELA; Igor MARENIC,17323,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,GOLD,1,Croatia
Mathew BELCHER; Will RYAN,17324,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,SILVER,2,Australia
Panagiotis MANTIS; Pavlos KAGIALIS,17325,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,BRONZE,3,Greece
Stuart MCNAY; Dave HUGHES,17326,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,4,United States of America
Luke PATIENCE; Chris GRUBE,17327,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,5,Great Britain
Anton DAHLBERG; Fredrik BERGSTROM,17328,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,6,Sweden
Sofian BOUVET; Jeremie MION,17329,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,7,France
Matthias SCHMID; Florian REICHSTAEDTER,17330,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,8,Austria
Yannick BRAUCHLI; Romuald HAUSSER,17331,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,9,Switzerland
Paul SNOW-HANSEN; Daniel WILLCOX,17332,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,10,New Zealand
Ferdinand GERZ; Oliver SZYMANSKI,17333,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,11,Germany
Jordi XAMMAR HERNANDEZ; Joan HERP MORELL,17334,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,12,Spain
Pavel SOZYKIN; Denis GRIBANOV,17335,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,13,Russian Federation
Deniz CINAR; Ates CINAR,17336,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,14,Turkey
Joonas LINDGREN; Niklas LINDGREN,17337,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,15,Finland
Lucas CALABRESE; Juan Maria DE LA FUENTE,17338,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,16,Argentina
Kazuto DOI; Kimihiko IMAMURA,17339,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,17,Japan
Wei WANG; Zangjun XU,17340,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,18,People's Republic of China
Changju KIM; Jihoon KIM,17341,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,19,Republic of Korea
Asenathi JIM; Roger Beresford HUDSON,17342,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,20,South Africa
Eyal LEVINE; Dan FROYLICHE,17343,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,21,Israel
Jacob SAUNDERS; Graeme SAUNDERS,17344,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,22,Canada
Henrique HADDAD; Bruno BETHLEM,17345,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,23,Brazil
Andres DUCASSE; Francisco DUCASSE,17346,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,24,Chile
Borys SHVETS; Pavlo MATSUYEV,17347,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,25,Ukraine
Matias MONTINHO; Paixao AFONSO,17348,Sailing,470 - Two Person Dinghy men,rio-2016,GameTeam,,26,Angola
Martine GRAEL; Kahena KUNZE,17395,Sailing,49er FX Women women,rio-2016,GameTeam,GOLD,1,Brazil
Alex MALONEY; Molly MEECH,17396,Sailing,49er FX Women women,rio-2016,GameTeam,SILVER,2,New Zealand
Jena HANSEN; Katja Steen SALSKOV-IVERSEN,17397,Sailing,49er FX Women women,rio-2016,GameTeam,BRONZE,3,Denmark
Tamara ECHEGOYEN DOMINGUEZ; Berta BETANZOS MORO,17398,Sailing,49er FX Women women,rio-2016,GameTeam,,4,Spain
Giulia CONTI; Francesca CLAPCICH,17399,Sailing,49er FX Women women,rio-2016,GameTeam,,5,Italy
Sarah STEYAERT; Aude COMPAN,17400,Sailing,49er FX Women women,rio-2016,GameTeam,,6,France
Annemiek BEKKERING; Annette DUETZ,17401,Sailing,49er FX Women women,rio-2016,GameTeam,,7,Netherlands
Charlotte DOBSON; Sophie AINSWORTH,17402,Sailing,49er FX Women women,rio-2016,GameTeam,,8,Great Britain
Victoria JURCZOK; Anika LORENZ,17403,Sailing,49er FX Women women,rio-2016,GameTeam,,9,Germany
Paris HENKEN; Helena SCUTT,17404,Sailing,49er FX Women women,rio-2016,GameTeam,,10,United States of America
Lisa ERICSON; Hanna KLINGA,17405,Sailing,49er FX Women women,rio-2016,GameTeam,,11,Sweden
Andrea BREWSTER; Saskia TIDEY,17406,Sailing,49er FX Women women,rio-2016,GameTeam,,12,Ireland
Victoria TRAVASCIO; Maria BRANZ,17407,Sailing,49er FX Women women,rio-2016,GameTeam,,13,Argentina
Ragna AGERUP; Maia AGERUP,17408,Sailing,49er FX Women women,rio-2016,GameTeam,,14,Norway
Griselda KHNG; Sara TAN,17409,Sailing,49er FX Women women,rio-2016,GameTeam,,15,Singapore
Erin RAFUSE; Dannie BOYD,17410,Sailing,49er FX Women women,rio-2016,GameTeam,,16,Canada
Noora RUSKOLA; Camilla CEDERCREUTZ,17411,Sailing,49er FX Women women,rio-2016,GameTeam,,17,Finland
Arantza GUMUCIO; Begona GUMUCIO,17412,Sailing,49er FX Women women,rio-2016,GameTeam,,18,Chile
Katlin TAMMISTE; Anna Maria SEPP,17413,Sailing,49er FX Women women,rio-2016,GameTeam,,19,Estonia
Keiko MIYAGAWA; Sena TAKANO,17414,Sailing,49er FX Women women,rio-2016,GameTeam,,20,Japan
Hannah MILLS; Saskia CLARK,17477,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,GOLD,1,Great Britain
Jo ALEH; Polly POWRIE,17478,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,SILVER,2,New Zealand
Camille LECOINTRE; Helene DEFRANCE,17479,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,BRONZE,3,France
Afrodite ZEGERS; Anneloes VAN VEEN,17480,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,4,Netherlands
Ai KONDO YOSHIDA; Miho YOSHIOKA,17481,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,5,Japan
Tina MRAK; Veronika MACAROL,17482,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,6,Slovenia
Annie HAEGER; Briana PROVANCHA,17483,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,7,United States of America
Fernanda OLIVEIRA; Ana Luiza BARBACHAN,17484,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,8,Brazil
Lara VADLAU; Jolanta OGAR,17485,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,9,Austria
Agnieszka SKRZYPULEC; Irmina MROZEK-GLISZCZYNSKA,17486,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,10,Poland
Nadja HORWITZ; Sofia MIDDLETON,17487,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,11,Chile
Barbara CORNUDELLA RAVETLLAT; Sara LOPEZ RAVETLLAT,17488,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,12,Spain
Alisa KIRILIUK,17489,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,13,Russian Federation
Linda FAHRNI; Maja SIEGENTHALER,17490,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,14,Switzerland
Carrie SMITH; Jaime RYAN,17491,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,15,Australia
Lizhu HUANG; Xiaoli WANG,17492,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,16,People's Republic of China
Gil COHEN; Nina AMIR,17493,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,17,Israel
Annika BOCHMANN; Marlene STEINHERR,17494,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,18,Germany
Elena BERTA; Alice SINNO,17495,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,19,Italy
Jovina CHOO; Amanda NG,17496,Sailing,470 - Two Person Dinghy women,rio-2016,GameTeam,,20,Singapore
Peter BURLING; Blair TUKE,17520,Sailing,49er - Skiff men,rio-2016,GameTeam,GOLD,1,New Zealand
Nathan OUTTERIDGE; Iain JENSEN,17521,Sailing,49er - Skiff men,rio-2016,GameTeam,SILVER,2,Australia
Erik HEIL; Thomas PLOESSEL,17522,Sailing,49er - Skiff men,rio-2016,GameTeam,BRONZE,3,Germany
Jonas WARRER; Christian Peter LUBECK,17523,Sailing,49er - Skiff men,rio-2016,GameTeam,,4,Denmark
Julien DORTOLI; Noe DELPECH,17524,Sailing,49er - Skiff men,rio-2016,GameTeam,,5,France
Dylan FLETCHER-SCOTT; Alain SIGN,17525,Sailing,49er - Skiff men,rio-2016,GameTeam,,6,Great Britain
Yago LANGE; Klaus LANGE,17526,Sailing,49er - Skiff men,rio-2016,GameTeam,,7,Argentina
Lukasz PRZYBYTEK; Pawel KOLODZINSKI,17527,Sailing,49er - Skiff men,rio-2016,GameTeam,,8,Poland
Diego BOTIN LE CHEVER; Iago LOPEZ MARRA,17528,Sailing,49er - Skiff men,rio-2016,GameTeam,,9,Spain
Ryan SEATON; Matthew MCGOVERN,17529,Sailing,49er - Skiff men,rio-2016,GameTeam,,10,Ireland
Marco GRAEL; Gabriel BORGES,17530,Sailing,49er - Skiff men,rio-2016,GameTeam,,11,Brazil
Nico Luca Marc DELLE KARTH; Nikolaus RESCH,17531,Sailing,49er - Skiff men,rio-2016,GameTeam,,12,Austria
Sebastien SCHNEITER; Lucien CUJEAN,17532,Sailing,49er - Skiff men,rio-2016,GameTeam,,13,Switzerland
Ruggero TITA; Pietro ZUCCHETTI,17533,Sailing,49er - Skiff men,rio-2016,GameTeam,,14,Italy
Pavle KOSTOV; Petar CUPAC,17534,Sailing,49er - Skiff men,rio-2016,GameTeam,,15,Croatia
Jorge LIMA; Jose COSTA,17535,Sailing,49er - Skiff men,rio-2016,GameTeam,,16,Portugal
Yannick LEFEBVRE; Tom PELSMAEKERS,17536,Sailing,49er - Skiff men,rio-2016,GameTeam,,17,Belgium
Yukio MAKINO; Kenji TAKAHASHI,17537,Sailing,49er - Skiff men,rio-2016,GameTeam,,18,Japan
Thomas BARROWS; Joe MORRIS,17538,Sailing,49er - Skiff men,rio-2016,GameTeam,,19,United States of America
Benjamin GREZ AHRENS; Cristobal GREZ AHRENS,17539,Sailing,49er - Skiff men,rio-2016,GameTeam,,20,Chile
Santiago LANGE; Cecilia CARRANZA SAROLI,17540,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,GOLD,1,Argentina
Jason WATERHOUSE; Lisa DARMANIN,17541,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,SILVER,2,Australia
Thomas ZAJAC; Tanja FRANK,17542,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,BRONZE,3,Austria
Gemma JONES; Jason SAUNDERS,17543,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,4,New Zealand
Vittorio BISSARO; Silvia SICOURI,17544,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,5,Italy
Billy BESSON; Marie RIOU,17545,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,6,France
Matias BUHLER; Nathalie BRUGGER,17546,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,7,Switzerland
Bora GULARI; Louisa CHAFEE,17547,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,8,United States of America
Ben SAXTON; Nicola GROVES,17548,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,9,Great Britain
Samuel ALBRECHT; Isabel SWAN,17549,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,10,Brazil
Fernando ECHAVARRI; Tara PACHECO VAN RIJNSOEVER,17550,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,11,Spain
Allan NORREGAARD; Anette VIBORG,17551,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,12,Denmark
Paul KOHLHOFF; Carolina WERNER,17552,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,13,Germany
Mandy MULDER; Coen DE KONING,17553,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,14,Netherlands
Luke RAMSAY; Nikola GIRKE,17554,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,15,Canada
Nicole VAN DER VELDEN; Thijs VISSER,17555,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,16,Aruba
Pablo DEFAZIO ABELLA; Mariana FOGLIA COSTA,17556,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,17,Uruguay
Sofia BEKATOROU; Mike PATENIOTIS,17557,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,18,Greece
Justin LIU; Denise LIM,17558,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,19,Singapore
Riheb HAMMAMI; Hedi GHARBI,17559,Sailing,Nacra 17 Mixed mixed,rio-2016,GameTeam,,20,Tunisia
Ruolin CHEN; Huixia LIU,17887,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,GOLD,1,People's Republic of China
Jun Hoong CHEONG; Pandelela Rinong PAMG,17888,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,SILVER,2,Malaysia
Meaghan BENFEITO; Roseline FILION,17889,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,BRONZE,3,Canada
Kuk Hyang KIM; Mi Rae KIM,17890,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,,4,Democratic People's Republic of Korea
Tonia COUCH; Lois TOULSON,17891,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,,5,Great Britain
Paola ESPINOSA SANCHEZ; Alejandra OROZCO,17892,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,,6,Mexico
Amelia COZAD; Jessica PARRATTO,17893,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,,7,United States of America
Ingrid OLIVEIRA; Giovanna PEDROSO,17894,Diving,synchronized diving 10m platform women,rio-2016,GameTeam,,8,Brazil
Aisen CHEN; Yue LIN,17919,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,GOLD,1,People's Republic of China
David BOUDIA; Steele JOHNSON,17920,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,SILVER,2,United States of America
Thomas DALEY; Daniel GOODFELLOW,17921,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,BRONZE,3,Great Britain
Patrick HAUSDING; Sascha KLEIN,17922,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,,4,Germany
Ivan GARCIA; German SANCHEZ,17923,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,,5,Mexico
Maksym DOLGOV; Oleksandr GORSHKOVOZOV,17924,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,,6,Ukraine
Viktor MINIBAEV; Nikita SHLEIKHER,17925,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,,7,Russian Federation
Jackson RONDINELLI; Hugo PARISI,17926,Diving,synchronized diving 10m platform men,rio-2016,GameTeam,,8,Brazil
Jack LAUGHER; Chris MEARS,17939,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,GOLD,1,Great Britain
Sam DORMAN; Mike HIXON,17940,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,SILVER,2,United States of America
Yuan CAO; Kai QIN,17941,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,BRONZE,3,People's Republic of China
Stephan FECK; Patrick HAUSDING,17942,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,,4,Germany
Jahir OCAMPO; Rommel PACHECO,17943,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,,5,Mexico
Andrea CHIARABINI; Giovanni TOCCI,17944,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,,6,Italy
Evgenii KUZNETSOV; Ilya ZAKHAROV,17945,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,,7,Russian Federation
Ian MATOS; Luiz Felipe OUTERELO,17946,Diving,synchronized diving 3m springboard men,rio-2016,GameTeam,,8,Brazil
Tingmao SHI; Minxia WU,17947,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,GOLD,1,People's Republic of China
Tania CAGNOTTO; Francesca DALLAPE,17948,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,SILVER,2,Italy
Maddison KEENEY; Anabelle SMITH,17949,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,BRONZE,3,Australia
Jennifer ABEL; Pamela WARE,17950,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,,4,Canada
Jun Hoong CHEONG; Nur Dhabitah SABRI,17951,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,,5,Malaysia
Alicia BLAGG; Rebecca GALLANTREE,17952,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,,6,Great Britain
Tina PUNZEL; Nora SUBSCHINSKI,17953,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,,7,Germany
Tammy TAKAGI; Juliana VELOSO,17954,Diving,synchronized diving 3m springboard women,rio-2016,GameTeam,,8,Brazil
Tontowi AHMAD; Liliyana NATSIR,17984,Badminton,Doubles mixed,rio-2016,GameTeam,GOLD,1,Indonesia
Peng Soon CHAN; Liu Ying GOH,17985,Badminton,Doubles mixed,rio-2016,GameTeam,SILVER,2,Malaysia
Nan ZHANG; Yunlei ZHAO,17986,Badminton,Doubles mixed,rio-2016,GameTeam,BRONZE,3,People's Republic of China
Chen XU; Jin MA,17987,Badminton,Doubles mixed,rio-2016,GameTeam,,4,People's Republic of China
Kenta KAZUNO; Ayane KURIHARA,17988,Badminton,Doubles mixed,rio-2016,GameTeam,,5,Japan
Praveen JORDAN; Debby SUSANTO,17989,Badminton,Doubles mixed,rio-2016,GameTeam,,5,Indonesia
Robert MATEUSIAK,17990,Badminton,Doubles mixed,rio-2016,GameTeam,,5,Poland
Ha Na KIM,17991,Badminton,Doubles mixed,rio-2016,GameTeam,,5,Republic of Korea
Michael FUCHS; Birgit MICHELS,17992,Badminton,Doubles mixed,rio-2016,GameTeam,,9,Germany
Chun Hei Reginald LEE; Hoi Wah CHAU,17993,Badminton,Doubles mixed,rio-2016,GameTeam,,9,Hong Kong; China
Chris ADCOCK; Gabrielle ADCOCK,17994,Badminton,Doubles mixed,rio-2016,GameTeam,,9,Great Britain
Joachim FISCHER NIELSEN; Christinna PEDERSEN,17995,Badminton,Doubles mixed,rio-2016,GameTeam,,9,Denmark
Bodin ISARA; Savitree AMITRAPAI,17996,Badminton,Doubles mixed,rio-2016,GameTeam,,9,Thailand
Robin MIDDLETON; Leanne CHOO,17997,Badminton,Doubles mixed,rio-2016,GameTeam,,9,Australia
Jacco ARENDS; Selena PIEK,17998,Badminton,Doubles mixed,rio-2016,GameTeam,,9,Netherlands
Phillip CHEW; Jamie SUBANDHI,17999,Badminton,Doubles mixed,rio-2016,GameTeam,,9,United States of America
Haifeng FU; Nan ZHANG,18041,Badminton,doubles men,rio-2016,GameTeam,GOLD,1,People's Republic of China
V Shem GOH; Wee Kiong TAN,18042,Badminton,doubles men,rio-2016,GameTeam,SILVER,2,Malaysia
Marcus ELLIS; Chris LANGRIDGE,18043,Badminton,doubles men,rio-2016,GameTeam,BRONZE,3,Great Britain
Biao CHAI; Wei HONG,18044,Badminton,doubles men,rio-2016,GameTeam,,4,People's Republic of China
